Counter,Timestamp,ActionName,InstanceName,Status,AdditionalInfo,TimeSinceStartMs
68,2026-07-01 14:05:21.774,PickUpHL,PickUpHL_lp4_fp25_r1,STARTED,"HL subtree tick: FF_Default_DynamicFlow_PickUpHL_lp4_fp25_r1; DeltaTime: 0.100",4582.92
69,2026-07-01 14:05:21.892,PlaceHL,PlaceHL_lp1_pr1_r1,STARTED,"HL subtree tick: FF_Default_DynamicFlow_PlaceHL_lp1_pr1_r1; DeltaTime: 0.100",4701.06
70,2026-07-01 14:05:21.894,PlaceHL,PlaceHL_lp1_pr1_r1,COMPLETED,"Subtree execution completed successfully",4702.79
71,2026-07-01 14:05:21.894,PlaceHL,PlaceHL_lp1_pr1_r1,STARTED,"DeltaTime: 0.100",4702.99
72,2026-07-01 14:05:21.894,PlaceHL,PlaceHL_lp1_pr1_r1,COMPLETED,"Action logic completed successfully",4703.14
73,2026-07-01 14:05:21.902,PlaceHL,PlaceHL_lp1_pr1_r1,COMPLETED,"Effects applied on exit",4710.79
74,2026-07-01 14:05:21.906,PickUpHL,PickUpHL_lp2_fp9_r1,STARTED,"HL subtree tick: FF_Default_DynamicFlow_PickUpHL_lp2_fp9_r1; DeltaTime: 0.100",4715.30
75,2026-07-01 14:05:22.297,PickUpHL,PickUpHL_lp3_fp17_r1,STARTED,"HL subtree tick: FF_Default_DynamicFlow_PickUpHL_lp3_fp17_r1; DeltaTime: 0.100",5106.53
76,2026-07-01 14:05:22.677,PickUpHL,PickUpHL_lp4_fp25_r1,STARTED,"HL subtree tick: FF_Default_DynamicFlow_PickUpHL_lp4_fp25_r1; DeltaTime: 0.100",5486.27
77,2026-07-01 14:05:23.212,GluingPlateHL,GluingPlateHL_lp1_pr1_r1,STARTED,"HL subtree tick: FF_Default_DynamicFlow_GluingPlateHL_lp1_pr1_r1; DeltaTime: 0.100",6021.27
78,2026-07-01 14:05:23.618,PickUpHL,PickUpHL_lp2_fp9_r1,STARTED,"HL subtree tick: FF_Default_DynamicFlow_PickUpHL_lp2_fp9_r1; DeltaTime: 0.100",6427.51
79,2026-07-01 14:05:23.622,TravelML,TravelML_r1_pr1_fp9,STARTED,"ML action execution; DeltaTime: 0.100",6430.88
80,2026-07-01 14:05:23.622,TravelML,TravelML_r1_pr1_fp9,STARTED,"DeltaTime: 0.100",6430.94
81,2026-07-01 14:05:23.622,TravelML,TravelML_r1_pr1_fp9,COMPLETED,"Action logic completed successfully",6430.97
82,2026-07-01 14:05:23.624,TravelML,TravelML_r1_pr1_fp9,COMPLETED,"Effects applied on exit",6433.61
83,2026-07-01 14:05:23.630,PickUpHL,PickUpHL_lp3_fp17_r1,STARTED,"HL subtree tick: FF_Default_DynamicFlow_PickUpHL_lp3_fp17_r1; DeltaTime: 0.100",6438.86
84,2026-07-01 14:05:23.636,PickUpHL,PickUpHL_lp4_fp25_r1,STARTED,"HL subtree tick: FF_Default_DynamicFlow_PickUpHL_lp4_fp25_r1; DeltaTime: 0.100",6444.80
85,2026-07-01 14:05:23.757,GluingPlateHL,GluingPlateHL_lp1_pr1_r1,STARTED,"HL subtree tick: FF_Default_DynamicFlow_GluingPlateHL_lp1_pr1_r1; DeltaTime: 0.100",6566.13
86,2026-07-01 14:05:23.765,PickUpHL,PickUpHL_lp2_fp9_r1,STARTED,"HL subtree tick: FF_Default_DynamicFlow_PickUpHL_lp2_fp9_r1; DeltaTime: 0.100",6574.40
87,2026-07-01 14:05:23.767,PickUpML,PickUpML_lp2_fp9_r1_vg1,STARTED,"ML action execution; DeltaTime: 0.100",6576.42
88,2026-07-01 14:05:23.767,PickUpML,PickUpML_lp2_fp9_r1_vg1,STARTED,"DeltaTime: 0.100",6576.46
89,2026-07-01 14:05:23.767,PickUpML,PickUpML_lp2_fp9_r1_vg1,COMPLETED,"Action logic completed successfully",6576.49
90,2026-07-01 14:05:23.770,PickUpML,PickUpML_lp2_fp9_r1_vg1,COMPLETED,"Effects applied on exit",6579.58
91,2026-07-01 14:05:23.776,PickUpHL,PickUpHL_lp3_fp17_r1,STARTED,"HL subtree tick: FF_Default_DynamicFlow_PickUpHL_lp3_fp17_r1; DeltaTime: 0.100",6584.91
92,2026-07-01 14:05:23.782,PickUpHL,PickUpHL_lp4_fp25_r1,STARTED,"HL subtree tick: FF_Default_DynamicFlow_PickUpHL_lp4_fp25_r1; DeltaTime: 0.100",6591.39
93,2026-07-01 14:05:23.892,GluingPlateHL,GluingPlateHL_lp1_pr1_r1,STARTED,"HL subtree tick: FF_Default_DynamicFlow_GluingPlateHL_lp1_pr1_r1; DeltaTime: 0.100",6701.48
94,2026-07-01 14:05:23.898,PickUpHL,PickUpHL_lp2_fp9_r1,STARTED,"HL subtree tick: FF_Default_DynamicFlow_PickUpHL_lp2_fp9_r1; DeltaTime: 0.100",6707.56
95,2026-07-01 14:05:23.900,PickUpHL,PickUpHL_lp2_fp9_r1,COMPLETED,"Subtree execution completed successfully",6709.28
96,2026-07-01 14:05:23.900,PickUpHL,PickUpHL_lp2_fp9_r1,STARTED,"DeltaTime: 0.100",6709.33
97,2026-07-01 14:05:23.900,PickUpHL,PickUpHL_lp2_fp9_r1,COMPLETED,"Action logic completed successfully",6709.36
98,2026-07-01 14:05:23.906,PickUpHL,PickUpHL_lp2_fp9_r1,COMPLETED,"Effects applied on exit",6715.31
99,2026-07-01 14:05:23.911,PickUpHL,PickUpHL_lp3_fp17_r1,STARTED,"HL subtree tick: FF_Default_DynamicFlow_PickUpHL_lp3_fp17_r1; DeltaTime: 0.100",6720.58
100,2026-07-01 14:05:24.297,PickUpHL,PickUpHL_lp4_fp25_r1,STARTED,"HL subtree tick: FF_Default_DynamicFlow_PickUpHL_lp4_fp25_r1; DeltaTime: 0.100",7106.35
101,2026-07-01 14:05:24.805,GluingPlateHL,GluingPlateHL_lp1_pr1_r1,STARTED,"HL subtree tick: FF_Default_DynamicFlow_GluingPlateHL_lp1_pr1_r1; DeltaTime: 0.100",7613.97
102,2026-07-01 14:05:25.309,PlaceHL,PlaceHL_lp2_pr2_r1,STARTED,"HL subtree tick: FF_Default_DynamicFlow_PlaceHL_lp2_pr2_r1; DeltaTime: 0.100",8117.91
103,2026-07-01 14:05:25.666,TravelML,TravelML_r1_fp9_pr2,STARTED,"ML action execution; DeltaTime: 0.100",8475.06
104,2026-07-01 14:05:25.666,TravelML,TravelML_r1_fp9_pr2,STARTED,"DeltaTime: 0.100",8475.13
105,2026-07-01 14:05:25.666,TravelML,TravelML_r1_fp9_pr2,COMPLETED,"Action logic completed successfully",8475.17
106,2026-07-01 14:05:25.668,TravelML,TravelML_r1_fp9_pr2,COMPLETED,"Effects applied on exit",8477.39
107,2026-07-01 14:05:25.674,PickUpHL,PickUpHL_lp3_fp17_r1,STARTED,"HL subtree tick: FF_Default_DynamicFlow_PickUpHL_lp3_fp17_r1; DeltaTime: 0.100",8482.75
108,2026-07-01 14:05:25.678,PickUpHL,PickUpHL_lp4_fp25_r1,STARTED,"HL subtree tick: FF_Default_DynamicFlow_PickUpHL_lp4_fp25_r1; DeltaTime: 0.100",8487.24
109,2026-07-01 14:05:25.795,GluingPlateHL,GluingPlateHL_lp1_pr1_r1,STARTED,"HL subtree tick: FF_Default_DynamicFlow_GluingPlateHL_lp1_pr1_r1; DeltaTime: 0.100",8604.13
110,2026-07-01 14:05:25.803,PlaceHL,PlaceHL_lp2_pr2_r1,STARTED,"HL subtree tick: FF_Default_DynamicFlow_PlaceHL_lp2_pr2_r1; DeltaTime: 0.100",8612.62
111,2026-07-01 14:05:25.808,PlaceML,PlaceML_lp2_pr2_r1_vg1,STARTED,"ML action execution; DeltaTime: 0.100",8617.25
112,2026-07-01 14:05:25.808,PlaceML,PlaceML_lp2_pr2_r1_vg1,STARTED,"DeltaTime: 0.100",8617.35
113,2026-07-01 14:05:25.808,PlaceML,PlaceML_lp2_pr2_r1_vg1,COMPLETED,"Action logic completed successfully",8617.40
114,2026-07-01 14:05:25.812,PlaceML,PlaceML_lp2_pr2_r1_vg1,COMPLETED,"Effects applied on exit",8620.72
115,2026-07-01 14:05:25.818,PickUpHL,PickUpHL_lp3_fp17_r1,STARTED,"HL subtree tick: FF_Default_DynamicFlow_PickUpHL_lp3_fp17_r1; DeltaTime: 0.100",8626.78
116,2026-07-01 14:05:25.823,PickUpHL,PickUpHL_lp4_fp25_r1,STARTED,"HL subtree tick: FF_Default_DynamicFlow_PickUpHL_lp4_fp25_r1; DeltaTime: 0.100",8632.16
117,2026-07-01 14:05:25.945,GluingPlateHL,GluingPlateHL_lp1_pr1_r1,STARTED,"HL subtree tick: FF_Default_DynamicFlow_GluingPlateHL_lp1_pr1_r1; DeltaTime: 0.100",8753.85
118,2026-07-01 14:05:25.952,PlaceHL,PlaceHL_lp2_pr2_r1,STARTED,"HL subtree tick: FF_Default_DynamicFlow_PlaceHL_lp2_pr2_r1; DeltaTime: 0.100",8761.59
119,2026-07-01 14:05:25.955,PlaceHL,PlaceHL_lp2_pr2_r1,COMPLETED,"Subtree execution completed successfully",8763.63
120,2026-07-01 14:05:25.955,PlaceHL,PlaceHL_lp2_pr2_r1,STARTED,"DeltaTime: 0.100",8763.66
121,2026-07-01 14:05:25.955,PlaceHL,PlaceHL_lp2_pr2_r1,COMPLETED,"Action logic completed successfully",8763.68
122,2026-07-01 14:05:25.962,PlaceHL,PlaceHL_lp2_pr2_r1,COMPLETED,"Effects applied on exit",8771.48
123,2026-07-01 14:05:25.967,PickUpHL,PickUpHL_lp3_fp17_r1,STARTED,"HL subtree tick: FF_Default_DynamicFlow_PickUpHL_lp3_fp17_r1; DeltaTime: 0.100",8776.17
124,2026-07-01 14:05:26.335,PickUpHL,PickUpHL_lp4_fp25_r1,STARTED,"HL subtree tick: FF_Default_DynamicFlow_PickUpHL_lp4_fp25_r1; DeltaTime: 0.100",9144.27
125,2026-07-01 14:05:26.811,GluingPlateHL,GluingPlateHL_lp1_pr1_r1,STARTED,"HL subtree tick: FF_Default_DynamicFlow_GluingPlateHL_lp1_pr1_r1; DeltaTime: 0.100",9620.37
126,2026-07-01 14:05:27.244,GluingPlateHL,GluingPlateHL_lp2_pr2_r1,STARTED,"HL subtree tick: FF_Default_DynamicFlow_GluingPlateHL_lp2_pr2_r1; DeltaTime: 0.100",10052.99
127,2026-07-01 14:05:27.647,PickUpHL,PickUpHL_lp3_fp17_r1,STARTED,"HL subtree tick: FF_Default_DynamicFlow_PickUpHL_lp3_fp17_r1; DeltaTime: 0.100",10455.71
128,2026-07-01 14:05:27.648,TravelML,TravelML_r1_pr2_fp17,STARTED,"ML action execution; DeltaTime: 0.100",10457.29
129,2026-07-01 14:05:27.648,TravelML,TravelML_r1_pr2_fp17,STARTED,"DeltaTime: 0.100",10457.32
130,2026-07-01 14:05:27.648,TravelML,TravelML_r1_pr2_fp17,COMPLETED,"Action logic completed successfully",10457.35
131,2026-07-01 14:05:27.650,TravelML,TravelML_r1_pr2_fp17,COMPLETED,"Effects applied on exit",10459.35
132,2026-07-01 14:05:27.656,PickUpHL,PickUpHL_lp4_fp25_r1,STARTED,"HL subtree tick: FF_Default_DynamicFlow_PickUpHL_lp4_fp25_r1; DeltaTime: 0.100",10465.14
133,2026-07-01 14:05:27.773,GluingPlateHL,GluingPlateHL_lp1_pr1_r1,STARTED,"HL subtree tick: FF_Default_DynamicFlow_GluingPlateHL_lp1_pr1_r1; DeltaTime: 0.100",10582.32
134,2026-07-01 14:05:27.780,GluingPlateHL,GluingPlateHL_lp2_pr2_r1,STARTED,"HL subtree tick: FF_Default_DynamicFlow_GluingPlateHL_lp2_pr2_r1; DeltaTime: 0.100",10588.83
135,2026-07-01 14:05:27.785,PickUpHL,PickUpHL_lp3_fp17_r1,STARTED,"HL subtree tick: FF_Default_DynamicFlow_PickUpHL_lp3_fp17_r1; DeltaTime: 0.100",10594.28
136,2026-07-01 14:05:27.788,PickUpML,PickUpML_lp3_fp17_r1_vg1,STARTED,"ML action execution; DeltaTime: 0.100",10596.81
137,2026-07-01 14:05:27.788,PickUpML,PickUpML_lp3_fp17_r1_vg1,STARTED,"DeltaTime: 0.100",10596.84
138,2026-07-01 14:05:27.788,PickUpML,PickUpML_lp3_fp17_r1_vg1,COMPLETED,"Action logic completed successfully",10596.89
139,2026-07-01 14:05:27.791,PickUpML,PickUpML_lp3_fp17_r1_vg1,COMPLETED,"Effects applied on exit",10599.99
140,2026-07-01 14:05:27.796,PickUpHL,PickUpHL_lp4_fp25_r1,STARTED,"HL subtree tick: FF_Default_DynamicFlow_PickUpHL_lp4_fp25_r1; DeltaTime: 0.100",10605.62
141,2026-07-01 14:05:27.958,GluingPlateHL,GluingPlateHL_lp1_pr1_r1,STARTED,"HL subtree tick: FF_Default_DynamicFlow_GluingPlateHL_lp1_pr1_r1; DeltaTime: 0.100",10767.03
142,2026-07-01 14:05:27.963,GluingPlateHL,GluingPlateHL_lp2_pr2_r1,STARTED,"HL subtree tick: FF_Default_DynamicFlow_GluingPlateHL_lp2_pr2_r1; DeltaTime: 0.100",10772.52
143,2026-07-01 14:05:27.970,PickUpHL,PickUpHL_lp3_fp17_r1,STARTED,"HL subtree tick: FF_Default_DynamicFlow_PickUpHL_lp3_fp17_r1; DeltaTime: 0.100",10779.41
144,2026-07-01 14:05:27.972,PickUpHL,PickUpHL_lp3_fp17_r1,COMPLETED,"Subtree execution completed successfully",10780.65
145,2026-07-01 14:05:27.972,PickUpHL,PickUpHL_lp3_fp17_r1,STARTED,"DeltaTime: 0.100",10780.69
146,2026-07-01 14:05:27.972,PickUpHL,PickUpHL_lp3_fp17_r1,COMPLETED,"Action logic completed successfully",10780.73
147,2026-07-01 14:05:27.979,PickUpHL,PickUpHL_lp3_fp17_r1,COMPLETED,"Effects applied on exit",10788.04
148,2026-07-01 14:05:27.983,PickUpHL,PickUpHL_lp4_fp25_r1,STARTED,"HL subtree tick: FF_Default_DynamicFlow_PickUpHL_lp4_fp25_r1; DeltaTime: 0.100",10792.36
149,2026-07-01 14:05:28.453,GluingPlateHL,GluingPlateHL_lp1_pr1_r1,STARTED,"HL subtree tick: FF_Default_DynamicFlow_GluingPlateHL_lp1_pr1_r1; DeltaTime: 0.100",11262.05
150,2026-07-01 14:05:28.887,GluingPlateHL,GluingPlateHL_lp2_pr2_r1,STARTED,"HL subtree tick: FF_Default_DynamicFlow_GluingPlateHL_lp2_pr2_r1; DeltaTime: 0.100",11696.49
151,2026-07-01 14:05:29.446,PlaceHL,PlaceHL_lp3_pr3_r1,STARTED,"HL subtree tick: FF_Default_DynamicFlow_PlaceHL_lp3_pr3_r1; DeltaTime: 0.100",12255.62
152,2026-07-01 14:05:29.822,TravelML,TravelML_r1_fp17_pr3,STARTED,"ML action execution; DeltaTime: 0.100",12631.51
153,2026-07-01 14:05:29.822,TravelML,TravelML_r1_fp17_pr3,STARTED,"DeltaTime: 0.100",12631.54
154,2026-07-01 14:05:29.822,TravelML,TravelML_r1_fp17_pr3,COMPLETED,"Action logic completed successfully",12631.61
155,2026-07-01 14:05:29.824,TravelML,TravelML_r1_fp17_pr3,COMPLETED,"Effects applied on exit",12633.49
156,2026-07-01 14:05:29.831,PickUpHL,PickUpHL_lp4_fp25_r1,STARTED,"HL subtree tick: FF_Default_DynamicFlow_PickUpHL_lp4_fp25_r1; DeltaTime: 0.100",12639.97
