CallNumber,Timestamp,PlannerName,HLActionInstance,ProblemFile,Success,PlannerTimeMs,TotalTimeMs,ActionsGenerated,PlanLength,Error
586,2026-07-06 17:18:04.560,FF,StackHL_b26_lp5_r1_pr1_lay5_m5,Plannerinputs/generated/problemStackHL_b26_lp5_r1_pr1_lay5_m5.pddl,True,272.81,364.94,2,0,
587,2026-07-06 17:18:05.401,FF,PickUpHL_b32_fp43_r1,Plannerinputs/generated/problemPickUpHL_b32_fp43_r1.pddl,True,264.48,347.79,2,0,
588,2026-07-06 17:18:05.777,FF,PickUpHL_b38_fp51_r1,Plannerinputs/generated/problemPickUpHL_b38_fp51_r1.pddl,True,269.78,363.37,2,0,
589,2026-07-06 17:18:06.187,FF,PickUpHL_b44_fp59_r1,Plannerinputs/generated/problemPickUpHL_b44_fp59_r1.pddl,True,268.04,334.43,2,0,
590,2026-07-06 17:18:06.699,FF,PickUpHL_b30_fp40_r1,Plannerinputs/generated/problemPickUpHL_b30_fp40_r1.pddl,True,274.10,356.80,2,0,
591,2026-07-06 17:18:07.530,FF,PickUpHL_b38_fp51_r1,Plannerinputs/generated/problemPickUpHL_b38_fp51_r1.pddl,True,269.30,348.91,3,0,
592,2026-07-06 17:18:07.895,FF,PickUpHL_b44_fp59_r1,Plannerinputs/generated/problemPickUpHL_b44_fp59_r1.pddl,True,281.99,357.54,3,0,
593,2026-07-06 17:18:08.438,FF,PickUpHL_b30_fp40_r1,Plannerinputs/generated/problemPickUpHL_b30_fp40_r1.pddl,True,328.90,420.14,3,0,
594,2026-07-06 17:18:08.931,FF,StackHL_b32_lp6_r1_pr2_lay6_m6,Plannerinputs/generated/problemStackHL_b32_lp6_r1_pr2_lay6_m6.pddl,True,321.68,458.48,2,0,
595,2026-07-06 17:18:09.857,FF,PickUpHL_b38_fp51_r1,Plannerinputs/generated/problemPickUpHL_b38_fp51_r1.pddl,True,306.23,391.27,2,0,
596,2026-07-06 17:18:10.293,FF,PickUpHL_b44_fp59_r1,Plannerinputs/generated/problemPickUpHL_b44_fp59_r1.pddl,True,318.20,400.39,2,0,
