ReplanNumber,Timestamp,SubtreeName,OldPlanNodes,NodesReplaced,NodesAlreadyFinished,NewPlanNodes,TotalBTNodes,TotalFlowNodes,TotalActionNodes,TotalMLActions,PRR_Subtree_Percent,BTNodeSize_Percent,BTWidthChange_Percent
989,2026-07-06 17:24:36.997,FF_Default_DynamicFlow_GluingBeamHL_b61_r1_m11_lay11,2,2,0,2,1425,352,1073,701,100.0,0.1,0.00
990,2026-07-06 17:24:36.997,FF_Default_DynamicFlow_GluingBeamHL_b67_r1_m12_lay12,2,2,0,2,1423,352,1071,699,100.0,0.1,0.00
991,2026-07-06 17:24:38.615,FF_Default_DynamicFlow_GluingBeamHL_b55_r1_m10_lay10,2,2,0,2,1429,353,1076,704,100.0,0.1,0.00
992,2026-07-06 17:24:38.617,FF_Default_DynamicFlow_GluingBeamHL_b61_r1_m11_lay11,2,2,0,2,1427,353,1074,702,100.0,0.1,0.00
993,2026-07-06 17:24:38.617,FF_Default_DynamicFlow_GluingBeamHL_b67_r1_m12_lay12,2,2,0,2,1425,353,1072,700,100.0,0.1,0.00
994,2026-07-06 17:24:40.264,FF_Default_DynamicFlow_GluingBeamHL_b55_r1_m10_lay10,2,2,0,2,1431,354,1077,705,100.0,0.1,0.00
995,2026-07-06 17:24:40.265,FF_Default_DynamicFlow_GluingBeamHL_b61_r1_m11_lay11,2,2,0,2,1429,354,1075,703,100.0,0.1,0.00
996,2026-07-06 17:24:40.265,FF_Default_DynamicFlow_GluingBeamHL_b67_r1_m12_lay12,2,2,0,2,1427,354,1073,701,100.0,0.1,0.00
997,2026-07-06 17:24:41.861,FF_Default_DynamicFlow_GluingBeamHL_b55_r1_m10_lay10,2,2,0,2,1433,355,1078,706,100.0,0.1,0.00
998,2026-07-06 17:24:41.862,FF_Default_DynamicFlow_GluingBeamHL_b61_r1_m11_lay11,2,2,0,2,1431,355,1076,704,100.0,0.1,0.00
999,2026-07-06 17:24:41.863,FF_Default_DynamicFlow_GluingBeamHL_b67_r1_m12_lay12,2,2,0,2,1429,355,1074,702,100.0,0.1,0.00
1000,2026-07-06 17:24:43.467,FF_Default_DynamicFlow_GluingBeamHL_b55_r1_m10_lay10,2,2,0,2,1435,356,1079,707,100.0,0.1,0.00
1001,2026-07-06 17:24:43.467,FF_Default_DynamicFlow_GluingBeamHL_b61_r1_m11_lay11,2,2,0,2,1433,356,1077,705,100.0,0.1,0.00
1002,2026-07-06 17:24:43.467,FF_Default_DynamicFlow_GluingBeamHL_b67_r1_m12_lay12,2,2,0,2,1431,356,1075,703,100.0,0.1,0.00
1003,2026-07-06 17:24:45.297,FF_Default_DynamicFlow_GluingBeamHL_b61_r1_m11_lay11,2,2,0,2,1445,357,1088,716,100.0,0.1,0.00
1004,2026-07-06 17:24:45.297,FF_Default_DynamicFlow_GluingBeamHL_b67_r1_m12_lay12,2,2,0,2,1443,357,1086,714,100.0,0.1,0.00
1005,2026-07-06 17:24:45.298,FF_Default_DynamicFlow_PickUpHL_tp9_fp69_r1,9,9,0,9,1441,357,1084,712,100.0,0.6,0.00
1006,2026-07-06 17:24:46.893,FF_Default_DynamicFlow_GluingBeamHL_b61_r1_m11_lay11,2,2,0,2,1447,358,1089,717,100.0,0.1,0.00
1007,2026-07-06 17:24:46.894,FF_Default_DynamicFlow_GluingBeamHL_b67_r1_m12_lay12,2,2,0,2,1445,358,1087,715,100.0,0.1,0.00
1008,2026-07-06 17:24:46.894,FF_Default_DynamicFlow_PickUpHL_tp9_fp69_r1,9,9,0,9,1443,358,1085,713,100.0,0.6,0.00
1009,2026-07-06 17:24:48.534,FF_Default_DynamicFlow_GluingBeamHL_b61_r1_m11_lay11,2,2,0,2,1449,359,1090,718,100.0,0.1,0.00
1010,2026-07-06 17:24:48.534,FF_Default_DynamicFlow_GluingBeamHL_b67_r1_m12_lay12,2,2,0,2,1447,359,1088,716,100.0,0.1,0.00
1011,2026-07-06 17:24:48.535,FF_Default_DynamicFlow_PickUpHL_tp9_fp69_r1,9,9,0,9,1445,359,1086,714,100.0,0.6,0.00
1012,2026-07-06 17:24:50.120,FF_Default_DynamicFlow_GluingBeamHL_b61_r1_m11_lay11,2,2,0,2,1451,360,1091,719,100.0,0.1,0.00
1013,2026-07-06 17:24:50.121,FF_Default_DynamicFlow_GluingBeamHL_b67_r1_m12_lay12,2,2,0,2,1449,360,1089,717,100.0,0.1,0.00
1014,2026-07-06 17:24:50.121,FF_Default_DynamicFlow_PickUpHL_tp9_fp69_r1,9,9,0,9,1447,360,1087,715,100.0,0.6,0.00
1015,2026-07-06 17:24:51.728,FF_Default_DynamicFlow_GluingBeamHL_b61_r1_m11_lay11,2,2,0,2,1453,361,1092,720,100.0,0.1,0.00
1016,2026-07-06 17:24:51.728,FF_Default_DynamicFlow_GluingBeamHL_b67_r1_m12_lay12,2,2,0,2,1451,361,1090,718,100.0,0.1,0.00
1017,2026-07-06 17:24:51.729,FF_Default_DynamicFlow_PickUpHL_tp9_fp69_r1,9,9,0,9,1449,361,1088,716,100.0,0.6,0.00
1018,2026-07-06 17:24:53.412,FF_Default_DynamicFlow_GluingBeamHL_b61_r1_m11_lay11,2,2,0,2,1455,362,1093,721,100.0,0.1,0.00
1019,2026-07-06 17:24:53.413,FF_Default_DynamicFlow_GluingBeamHL_b67_r1_m12_lay12,2,2,0,2,1453,362,1091,719,100.0,0.1,0.00
1020,2026-07-06 17:24:53.414,FF_Default_DynamicFlow_PickUpHL_tp9_fp69_r1,9,9,0,9,1451,362,1089,717,100.0,0.6,0.00
1021,2026-07-06 17:24:55.293,FF_Default_DynamicFlow_GluingBeamHL_b67_r1_m12_lay12,2,2,0,2,1465,363,1102,730,100.0,0.1,0.00
1022,2026-07-06 17:24:55.294,FF_Default_DynamicFlow_PickUpHL_tp9_fp69_r1,9,9,0,9,1463,363,1100,728,100.0,0.6,0.00
1023,2026-07-06 17:24:55.295,FF_Default_DynamicFlow_PickUpHL_tp10_fp77_r1,9,9,0,9,1454,363,1091,719,100.0,0.6,0.00
1024,2026-07-06 17:24:57.032,FF_Default_DynamicFlow_GluingBeamHL_b67_r1_m12_lay12,2,2,0,2,1467,364,1103,731,100.0,0.1,0.00
1025,2026-07-06 17:24:57.034,FF_Default_DynamicFlow_PickUpHL_tp9_fp69_r1,9,9,0,9,1465,364,1101,729,100.0,0.6,0.00
1026,2026-07-06 17:24:57.034,FF_Default_DynamicFlow_PickUpHL_tp10_fp77_r1,9,9,0,9,1456,364,1092,720,100.0,0.6,0.00
1027,2026-07-06 17:24:58.810,FF_Default_DynamicFlow_GluingBeamHL_b67_r1_m12_lay12,2,2,0,2,1469,365,1104,732,100.0,0.1,0.00
1028,2026-07-06 17:24:58.811,FF_Default_DynamicFlow_PickUpHL_tp9_fp69_r1,9,9,0,9,1467,365,1102,730,100.0,0.6,0.00
1029,2026-07-06 17:24:58.812,FF_Default_DynamicFlow_PickUpHL_tp10_fp77_r1,9,9,0,9,1458,365,1093,721,100.0,0.6,0.00
1030,2026-07-06 17:25:00.518,FF_Default_DynamicFlow_GluingBeamHL_b67_r1_m12_lay12,2,2,0,2,1471,366,1105,733,100.0,0.1,0.00
1031,2026-07-06 17:25:00.519,FF_Default_DynamicFlow_PickUpHL_tp9_fp69_r1,9,9,0,9,1469,366,1103,731,100.0,0.6,0.00
1032,2026-07-06 17:25:00.520,FF_Default_DynamicFlow_PickUpHL_tp10_fp77_r1,9,9,0,9,1460,366,1094,722,100.0,0.6,0.00
1033,2026-07-06 17:25:02.132,FF_Default_DynamicFlow_GluingBeamHL_b67_r1_m12_lay12,2,2,0,2,1473,367,1106,734,100.0,0.1,0.00
1034,2026-07-06 17:25:02.133,FF_Default_DynamicFlow_PickUpHL_tp9_fp69_r1,9,9,0,9,1471,367,1104,732,100.0,0.6,0.00
1035,2026-07-06 17:25:02.134,FF_Default_DynamicFlow_PickUpHL_tp10_fp77_r1,9,9,0,9,1462,367,1095,723,100.0,0.6,0.00
1036,2026-07-06 17:25:03.792,FF_Default_DynamicFlow_GluingBeamHL_b67_r1_m12_lay12,2,2,0,2,1475,368,1107,735,100.0,0.1,0.00
1037,2026-07-06 17:25:03.793,FF_Default_DynamicFlow_PickUpHL_tp9_fp69_r1,9,9,0,9,1473,368,1105,733,100.0,0.6,0.00
1038,2026-07-06 17:25:03.793,FF_Default_DynamicFlow_PickUpHL_tp10_fp77_r1,9,9,0,9,1464,368,1096,724,100.0,0.6,0.00
1039,2026-07-06 17:25:05.591,FF_Default_DynamicFlow_PickUpHL_tp9_fp69_r1,9,9,0,9,1485,369,1116,744,100.0,0.6,0.00
1040,2026-07-06 17:25:05.592,FF_Default_DynamicFlow_PickUpHL_tp10_fp77_r1,9,9,0,9,1476,369,1107,735,100.0,0.6,0.00
1041,2026-07-06 17:25:05.592,FF_Default_DynamicFlow_PickUpHL_tp11_fp85_r1,9,9,0,9,1467,369,1098,726,100.0,0.6,0.00
1042,2026-07-06 17:25:07.282,FF_Default_DynamicFlow_PickUpHL_tp9_fp69_r1,9,9,0,9,1487,370,1117,745,100.0,0.6,0.00
1043,2026-07-06 17:25:07.283,FF_Default_DynamicFlow_PickUpHL_tp10_fp77_r1,9,9,0,9,1478,370,1108,736,100.0,0.6,0.00
1044,2026-07-06 17:25:07.284,FF_Default_DynamicFlow_PickUpHL_tp11_fp85_r1,9,9,0,9,1469,370,1099,727,100.0,0.6,0.00
1045,2026-07-06 17:25:08.885,FF_Default_DynamicFlow_PickUpHL_tp9_fp69_r1,9,9,0,9,1489,371,1118,746,100.0,0.6,0.00
1046,2026-07-06 17:25:08.885,FF_Default_DynamicFlow_PickUpHL_tp10_fp77_r1,9,9,0,9,1480,371,1109,737,100.0,0.6,0.00
1047,2026-07-06 17:25:08.886,FF_Default_DynamicFlow_PickUpHL_tp11_fp85_r1,9,9,0,9,1471,371,1100,728,100.0,0.6,0.00
1048,2026-07-06 17:25:10.541,FF_Default_DynamicFlow_PickUpHL_tp9_fp69_r1,9,9,0,9,1491,372,1119,747,100.0,0.6,0.00
1049,2026-07-06 17:25:10.541,FF_Default_DynamicFlow_PickUpHL_tp10_fp77_r1,9,9,0,9,1482,372,1110,738,100.0,0.6,0.00
1050,2026-07-06 17:25:10.542,FF_Default_DynamicFlow_PickUpHL_tp11_fp85_r1,9,9,0,9,1473,372,1101,729,100.0,0.6,0.00
1051,2026-07-06 17:25:12.171,FF_Default_DynamicFlow_PickUpHL_tp9_fp69_r1,9,9,0,9,1493,373,1120,748,100.0,0.6,0.00
1052,2026-07-06 17:25:12.172,FF_Default_DynamicFlow_PickUpHL_tp10_fp77_r1,9,9,0,9,1484,373,1111,739,100.0,0.6,0.00
1053,2026-07-06 17:25:12.173,FF_Default_DynamicFlow_PickUpHL_tp11_fp85_r1,9,9,0,9,1475,373,1102,730,100.0,0.6,0.00
1054,2026-07-06 17:25:13.900,FF_Default_DynamicFlow_PickUpHL_tp9_fp69_r1,9,9,0,9,1495,374,1121,749,100.0,0.6,0.00
1055,2026-07-06 17:25:13.900,FF_Default_DynamicFlow_PickUpHL_tp10_fp77_r1,9,9,0,9,1486,374,1112,740,100.0,0.6,0.00
1056,2026-07-06 17:25:13.901,FF_Default_DynamicFlow_PickUpHL_tp11_fp85_r1,9,9,0,9,1477,374,1103,731,100.0,0.6,0.00
1057,2026-07-06 17:25:16.557,FF_Default_DynamicFlow_PickUpHL_tp9_fp69_r1,9,9,0,3,1504,375,1129,757,100.0,0.6,0.79
1058,2026-07-06 17:25:16.558,FF_Default_DynamicFlow_PickUpHL_tp10_fp77_r1,9,9,0,3,1495,375,1120,748,100.0,0.6,0.80
1059,2026-07-06 17:25:16.559,FF_Default_DynamicFlow_PickUpHL_tp11_fp85_r1,9,9,0,3,1486,375,1111,739,100.0,0.6,0.81
1060,2026-07-06 17:25:18.323,FF_Default_DynamicFlow_PickUpHL_tp9_fp69_r1,3,3,0,2,1489,376,1113,741,100.0,0.2,0.13
1061,2026-07-06 17:25:18.324,FF_Default_DynamicFlow_PickUpHL_tp10_fp77_r1,3,3,0,2,1486,376,1110,738,100.0,0.2,0.14
1062,2026-07-06 17:25:18.324,FF_Default_DynamicFlow_PickUpHL_tp11_fp85_r1,3,3,0,2,1483,376,1107,735,100.0,0.2,0.14
1063,2026-07-06 17:25:20.418,FF_Default_DynamicFlow_PickUpHL_tp10_fp77_r1,2,2,0,3,1495,377,1118,746,100.0,0.1,-0.13
1064,2026-07-06 17:25:20.422,FF_Default_DynamicFlow_PickUpHL_tp11_fp85_r1,2,2,0,3,1493,377,1116,744,100.0,0.1,-0.13
1065,2026-07-06 17:25:20.427,FF_Default_DynamicFlow_NailingHL_tp12_r1,8,8,0,11,1491,377,1114,742,100.0,0.5,-0.40
1066,2026-07-06 17:25:22.592,FF_Default_DynamicFlow_PickUpHL_tp10_fp77_r1,3,3,0,2,1503,378,1125,753,100.0,0.2,0.13
1067,2026-07-06 17:25:22.594,FF_Default_DynamicFlow_PickUpHL_tp11_fp85_r1,3,3,0,2,1500,378,1122,750,100.0,0.2,0.13
1068,2026-07-06 17:25:22.595,FF_Default_DynamicFlow_NailingHL_tp12_r1,11,11,0,8,1497,378,1119,747,100.0,0.7,0.40
1069,2026-07-06 17:25:24.300,FF_Default_DynamicFlow_PickUpHL_tp11_fp85_r1,2,2,0,3,1507,379,1128,756,100.0,0.1,-0.13
1070,2026-07-06 17:25:24.302,FF_Default_DynamicFlow_NailingHL_tp12_r1,8,8,0,11,1505,379,1126,754,100.0,0.5,-0.40
1071,2026-07-06 17:25:24.303,FF_Default_DynamicFlow_NailingHL_tp9_r1,8,8,0,11,1497,379,1118,746,100.0,0.5,-0.40
1072,2026-07-06 17:25:26.078,FF_Default_DynamicFlow_PickUpHL_tp11_fp85_r1,3,3,0,2,1517,380,1137,765,100.0,0.2,0.13
1073,2026-07-06 17:25:26.079,FF_Default_DynamicFlow_NailingHL_tp12_r1,11,11,0,8,1514,380,1134,762,100.0,0.7,0.39
1074,2026-07-06 17:25:26.080,FF_Default_DynamicFlow_NailingHL_tp9_r1,11,11,0,8,1503,380,1123,751,100.0,0.7,0.40
1075,2026-07-06 17:25:27.840,FF_Default_DynamicFlow_NailingHL_tp12_r1,8,8,0,11,1519,381,1138,766,100.0,0.5,-0.39
1076,2026-07-06 17:25:27.840,FF_Default_DynamicFlow_NailingHL_tp9_r1,8,8,0,11,1511,381,1130,758,100.0,0.5,-0.40
1077,2026-07-06 17:25:27.841,FF_Default_DynamicFlow_NailingHL_tp10_r1,8,8,0,11,1503,381,1122,750,100.0,0.5,-0.40
1078,2026-07-06 17:25:29.667,FF_Default_DynamicFlow_NailingHL_tp12_r1,11,11,0,8,1531,382,1149,777,100.0,0.7,0.39
1079,2026-07-06 17:25:29.668,FF_Default_DynamicFlow_NailingHL_tp9_r1,11,11,0,8,1520,382,1138,766,100.0,0.7,0.39
1080,2026-07-06 17:25:29.669,FF_Default_DynamicFlow_NailingHL_tp10_r1,11,11,0,8,1509,382,1127,755,100.0,0.7,0.40
1081,2026-07-06 17:25:32.343,FF_Default_DynamicFlow_NailingHL_tp9_r1,8,8,0,2,1531,383,1148,776,100.0,0.5,0.77
1082,2026-07-06 17:25:32.344,FF_Default_DynamicFlow_NailingHL_tp10_r1,8,8,0,2,1523,383,1140,768,100.0,0.5,0.78
1083,2026-07-06 17:25:32.345,FF_Default_DynamicFlow_NailingHL_tp11_r1,8,8,0,2,1515,383,1132,760,100.0,0.5,0.79
1084,2026-07-06 17:25:34.244,FF_Default_DynamicFlow_NailingHL_tp10_r1,2,2,0,2,1524,384,1140,768,100.0,0.1,0.00
1085,2026-07-06 17:25:34.245,FF_Default_DynamicFlow_NailingHL_tp11_r1,2,2,0,2,1522,384,1138,766,100.0,0.1,0.00
1086,2026-07-06 17:25:34.246,FF_Default_DynamicFlow_MoveCassetteToStackHL_tp12_lp12_pr4_sp12_r1_m12_lay12,10,10,0,10,1520,384,1136,764,100.0,0.7,0.00
1087,2026-07-06 17:25:36.046,FF_Default_DynamicFlow_NailingHL_tp11_r1,2,2,0,2,1535,385,1150,778,100.0,0.1,0.00
1088,2026-07-06 17:25:36.047,FF_Default_DynamicFlow_MoveCassetteToStackHL_tp12_lp12_pr4_sp12_r1_m12_lay12,10,10,0,10,1533,385,1148,776,100.0,0.7,0.00
1089,2026-07-06 17:25:36.048,FF_Default_DynamicFlow_MoveCassetteToStackHL_tp9_lp9_pr1_sp9_r1_m9_lay9,10,10,0,10,1523,385,1138,766,100.0,0.7,0.00
1090,2026-07-06 17:25:37.856,FF_Default_DynamicFlow_MoveCassetteToStackHL_tp12_lp12_pr4_sp12_r1_m12_lay12,10,10,0,10,1546,386,1160,788,100.0,0.6,0.00
1091,2026-07-06 17:25:37.857,FF_Default_DynamicFlow_MoveCassetteToStackHL_tp9_lp9_pr1_sp9_r1_m9_lay9,10,10,0,10,1536,386,1150,778,100.0,0.7,0.00
1092,2026-07-06 17:25:37.858,FF_Default_DynamicFlow_MoveCassetteToStackHL_tp10_lp10_pr2_sp10_r1_m10_lay10,10,10,0,10,1526,386,1140,768,100.0,0.7,0.00
1093,2026-07-06 17:25:40.923,FF_Default_DynamicFlow_MoveCassetteToStackHL_tp9_lp9_pr1_sp9_r1_m9_lay9,10,10,0,4,1557,387,1170,798,100.0,0.6,0.75
1094,2026-07-06 17:25:40.924,FF_Default_DynamicFlow_MoveCassetteToStackHL_tp10_lp10_pr2_sp10_r1_m10_lay10,10,10,0,4,1547,387,1160,788,100.0,0.6,0.76
1095,2026-07-06 17:25:40.925,FF_Default_DynamicFlow_MoveCassetteToStackHL_tp11_lp11_pr3_sp11_r1_m11_lay11,10,10,0,4,1537,387,1150,778,100.0,0.7,0.77
1096,2026-07-06 17:25:42.727,FF_Default_DynamicFlow_MoveCassetteToStackHL_tp10_lp10_pr2_sp10_r1_m10_lay10,4,4,0,4,1539,387,1152,780,100.0,0.3,0.00
1097,2026-07-06 17:25:42.728,FF_Default_DynamicFlow_MoveCassetteToStackHL_tp11_lp11_pr3_sp11_r1_m11_lay11,4,4,0,4,1535,387,1148,776,100.0,0.3,0.00
1098,2026-07-06 17:25:44.199,FF_Default_DynamicFlow_MoveCassetteToStackHL_tp11_lp11_pr3_sp11_r1_m11_lay11,4,4,0,4,1539,387,1152,780,100.0,0.3,0.00
SUMMARY,,Total Replans: 1098,4.9 avg,,, 4.5 avg,,,,100.0 avg,0.8 avg,0.12 avg
AVERAGES,,,,,,,,,,,100.00,0.80,0.12
